Id,title,time,content,replay,all_replay,time,label
4126,一方反复无常，一方疲于奔命,2018/6/16 11:23,,（1）,"
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-18  10:45:26,0
4127,看这封单量里面至少有300亿资金急需逃命,2018/6/16 10:48,看这封单量里面至少有300亿资金急需逃命,（2）,"
                            谁都知道会破10元，甚至8元，不跑等死？
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-16  11:45:14,0
4128,下周二不晓得又会有多少只股票跌停了！,2018/6/17 2:02,下周二不晓得又会有多少只股票跌停了！,（2）,"
                            敢问是不是倩友
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-17  23:41:56,0
4129,我们赢后的结果是跌!,2018/6/16 10:05,我们赢后的结果是跌!,（2）,"
                            输赢都不分，都下跪搓衣板了
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-16  10:17:36,0
4130,无辜的小散跟着遭殃！,2018/6/16 6:05,无辜的小散跟着遭殃！,（1）,"
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-18  10:43:25,0
4131,昨天在店内一边吃鸡翅一边用手机看股票。一个乞丐进来乞讨，我给他一块鸡翅后继续看股,2018/6/17 13:37,昨天在店内一边吃鸡翅一边用手机看股票。一个乞丐进来乞讨，我给他一块鸡翅后继续看股票。乞丐啃着鸡翅没走，也在一旁看着，他说：&quot;长期均线金叉，KDJ数值底部反复钝化，MACD底背离，能量潮喇叭口扩大，这股要涨了。&quot;我惊诧地问：&quot;这个你也懂？&quot;乞丐说：&quot;不懂我能有今天？&quot;,（7）,"
                            
                            
                            哈哈哈哈哈哈哈哈
                            
                            所以像老黄牛之流只能赋闲，只拉车不看路又岂能鹤舞九天！
                            深刻
                            多点这样的文章才好",2018-06-17  21:55:11,0
4132,心疼死了[好困惑]1千股亏了老子1万多了，唉无语中,2018/6/16 7:25,心疼死了1千股亏了老子1万多了，唉无语中,（8）,"
                            安心过节
                            兄弟才买了3万，看看别人十几万的，几十万的，算比较幸运的了
                            我2500股，桑心
                            谢谢啦！也祝您过一个愉快的节日
                            我一千股33.5的本
                            也是啊，我的也是比较少的啦，拿着吧没办法
                            不能这样比，每个人赚钱不一样。有的人年薪几十万，亏几万没什么，有的人一个月可能只能存1000块，亏2-3W就会吃不消。所以，拿亏多少钱比较根本没什么意义。
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好。",2018-06-16  07:57:59,0
4133,会不会再次停牌,2018/6/16 13:00,成果不算，我担心会不会再次停牌,（3）,"
                            成果不算，大家发狠，什么恶心事都会发生，急死人了。
                            赔了那么多少
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好。",2018-06-16  13:03:21,0
4134,周二开盘止跌就是对美帝最大的打击,2018/6/16 4:30,周二开盘止跌就是对美帝最大的打击,（8）,"
                            还是再等等吧……
                            不可能吧除非不要几百亿去翘板
                            做梦还没醒？
                            前几天卖1的压单里有你吧？
                            自不量力，天天看新闻联播的后果
                            开板就让你跑了，休想
                            这种企业不跌破净值才是对中国基础科技最大的打击！！
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好。",2018-06-16  05:04:55,0
4135,股东大会，日子6.29号！和律师一起去！,2018/6/17 8:39,第一次罚款为什么没有公告？,（3）,"
                            中兴条款，太不得人心了。
                            大路没有集体诉讼权,香港真好,众小散可以一块请个立师打公司,大路不行
                            大路是有案例的",2018-06-17  08:47:16,0
4136,最终会跌到5元以下！,2018/6/18 6:07,最终会跌到5元以下！,（1）,"
                            2元，我给2元估值；不敬畏市场的公司根本不值得投资。",2018-06-18  07:15:48,0
4138,表面上有800多万要兑现，保守估计有1千万要兑现，晚上12点挂容易跑出来,2018/6/16 21:05,表面上有800多万要兑现，保守估计有1千万要兑现，晚上12点挂容易跑出来,（2）,"
                            主力筹码至少300万手。
                            你会觉得有人接盘吗",2018-06-16  21:30:26,0
4139,本人测算，共有7个板，开板后还会阴跌30%,2018/6/16 8:35,本人测算，共有7个板，开板后还会阴跌30%,（10）,"
                            8元左右，但我价值投资者不投资问题股
                            科技股市净率在2比较合理，极限应该在1.5,但这票大问题就是缓过来都需要几年，而且很多公司不一定愿意选择在相信它了
                            毛衣战一开，更不可能提前开版了，我估计5至6个版，关健是主力想不想开，不想开的话按这封单7个也开不了。
                            如果解禁无望，可要惨了
                            第六个板就能开，但开了短期内也是阴跌
                            16.8算不算精准预告？
                            那就惨了，我有２万手啊
                            10元以下
                            会跌100个跌停
                            一卡就死的‘高科技’，实属拼装公司。",2018-06-16  11:47:25,0
4140,节后准备入手3万股，可以吗？,2018/6/16 13:27,节后准备入手3万股，可以吗？,（13）,"
                            风险极高，看看港股就知道了
                            10以下还行
                            可以，记得周四买！
                            可以
                            希望你能进3亿股
                            呵呵，忽悠贴，恭喜被套了。。。跌80%以上
                            晚了，6月13号你就应该满仓杀入。
                            三万股太少了，不足以打开跌停。
                            忍一忍吧，每天下午三点后就不跌了，现在只是牛回头！！！不过该股股价腰斩再腰斩后可逐步抄底进场！
                            买三万手也不足以打开跌停
                            胶管吃的是草，吐的是丝......节后胶管应全加仓支持下......
                            多买点啊
                            可以，你应该买入三十万手",2018-06-16  13:39:27,0
4141,基本面出现重大转折，长期来看会不会破新低？,2018/6/16 8:49,基本面出现重大转折，长期来看会不会破新低？,（2）,"
                            基本面大幅亏损
                            大幅亏损",2018-06-17  23:46:10,0
4142,郭嘉队呢？,2018/6/16 18:02,郭嘉队呢？,（4）,"
                            吃呢
                            XX队在慢吃中。。。吃到总有一天开板。开板大家拉起，TA来个T+0，就这点事。
                            他们先跑了。都跑银行去放贷了。
                            在看球",2018-06-17  01:41:47,0
4145,为什么，跌停了，天天都有很多买单成交呢，为什么不等跌倒低再买呢，现在买的都是傻逼,2018/6/16 6:28,为什么，跌停了，天天都有很多买单成交呢，为什么不等跌倒低再买呢，现在买的都是傻逼吗,（5）,"
                            市场里什么人都有，还有部分人是无心之为。
                            解放军，你还说人家
                            可以让割肉王为一些猛人接盘，你懂的。
                            机构对倒而已
                            庄家左手抛右手接",2018-06-16  08:09:54,0
4149,已经刷出10万周2开盘价买入,2018/6/16 1:43,,（1）,"
                            融资账户注意杠杆比例，谨防地包天走势被劵商平仓普通账户买入买入！",2018-06-16  01:57:18,0
4150,看来还有5个板，好吓人啊[好困惑][好困惑][好困惑],2018/6/16 6:06,看来还有5个板，好吓人啊,（4）,"
                            不止！
                            还有10个
                            腰斩，即120月线位置
                            6亿股封盘，至少还有5个",2018-06-16  06:22:34,0
4151,中兴会跌出价值来的，我已经做好接盘准备！,2018/6/16 9:06,15元附近准备开始建仓,（1）,"
                            中兴一文不值，3至5年，5至10年，手痒看看就好了。",2018-06-17  23:42:17,0
4153,还有三四个板就可以开了,2018/6/16 8:10,还有三四个板就可以开了,（1）,"
                            不要急，要到15元才有可能开板放量",2018-06-16  08:52:37,0
4154,中兴股价应该会到15,2018/6/16 5:05,中兴股价应该会到15,（6）,"
                            10元寻求支撑，H股分分进入仙股行列。
                            等到10
                            破10
                            有意思吗？打开就进。
                            8元左右可以考虑
                            6元考率进这个股，603022也是去年28元跌到了现在的九元多",2018-06-16  05:43:22,0
4163,这节气来的  竟然是端午,2018/6/16 8:36,这节气来的 竟然是端午,（1）,"
                            十 一横一竖",2018-06-16  08:55:50,0
4164,停牌吗,2018/6/16 0:50,操他妈的为舍不停牌核查，如果是连涨停板三个早就停牌核查了。,（5）,"
                            你这持股的一直唱多，有用吗？三个跌停板压单少了有一半吗？估值20，这下估计跌到15以下，主要是五年利润没了，谁会来接盘？
                            你看一下压单少了有一半吗
                            停牌只是加长你痛苦的时间，若在港股，你只需痛苦一个星期，周二周三港股止跌，A屁只少要到万下周二了！
                            20你你一定不敢接，15元
                            唱空水军手上有中兴吗",2018-06-16  01:35:32,0
4169,A股必港股化,2018/6/16 12:13,A股必港股化,（1）,"
                            同股同权",2018-06-16  13:09:02,0
4174,野村下调中兴通讯A股目标价至15.6元,2018/6/16 13:30,野村：下调中兴通讯H股目标价至16港元，此前为27港元；评级为中性。 野村下调中兴通讯A股目标价至15.6元，此前为28.5元；评级从“中性”(Neutral)下调至“减持”(Reduce),（8）,"
                            高了 我估计10-12元合适
                            乐视假药停这样的公司好吗？乐视带去米国多钱？中兴本来就是凤凰被黑成了鸡，总会被正名的，科技引领未来不急！
                            18以上才合理
                            H股已经跌到13.1了！
                            高了，一字板跌破15元，震荡破10元，这个票没有价值了
                            1港币0.82，人民币10.742
                            估计要跌80%，盘子太大，没人敢接
                            我都要看看哪个卖国贼，去批准高通收购恩智浦",2018-06-16  14:54:27,0
4178,其实大家都明白,2018/6/16 13:46,这种基本面发生恶化的公司，特别是将来几年盈利都泡汤的的，主力只有拼命打压至不可思议的低价才会止跌，这其中原因不用讲，想必大家都懂的！,（1）,"
                            呼吁广大爱国散民：为国接盘，为国分忧，有钱出钱，周二炸板！",2018-06-16  16:51:47,0
4181,15到18元之间,2018/6/16 12:49,15到18元之间,（1）,"
                            无限期推迟，5元钱",2018-06-16  12:54:12,0
4182,中兴现在是庄，主力，机构在不计成本，不惜代价的疯狂出逃!大灾之后有大疫，乐观的估,2018/6/16 12:20,中兴现在是庄，主力，机构在不计成本，不惜代价的疯狂出逃!大灾之后有大疫，乐观的估计在6元能够开跌停板!,（1）,"
                            给你说说我的感受吧，大机构，主力早跑了，本来就要跌，然后摊上这事，那就更有理由跌了",2018-06-16  13:13:03,0
4185,我一个朋友19元买了10万股中兴通讯，在35元位置我叫他赶紧卖了，不要贪心，不要,2018/6/16 12:24,我一个朋友19元买了10万股中兴通讯，在35元位置我叫他赶紧卖了，不要贪心，不要恋战，见好就收，他不听，现在很后悔，哭死了,（3）,"
                            目前还有30万盈利，下周危险了
                            见好就收？如果当初买的是茅台呢？100元涨到150就跑的才后悔呢！说到底都是命，和命里有无财运有关!
                            我的603022和002432，001896，600634就是舍不得止损才大亏的",2018-06-16  13:36:15,0
4186,朋友圈有人成本18元，3万股赚了70万没卖。现在倒好。哎,2018/6/16 11:19,朋友圈有人成本18元，3万股赚了70万没卖。现在倒好。哎,（1）,"
                            只能说太贪心了，不懂得见好就收",2018-06-16  12:20:51,0
4189,急死人,2018/6/16 12:04,急死人,（2）,"
                            你没有股急什么？
                            无助好难受",2018-06-16  12:57:56,0
4193,参考H股价格要跌到16以下,2018/6/16 11:52,参考H股价格要跌到16以下,（2）,"
                            
                            ",2018-06-16  12:16:07,0
4196,看到这么多言论，准备资金抄底,2018/6/16 16:28,看到这么多言论，准备资金抄底,（5）,"
                            呼吁广大爱国散民：为国接盘，为国分忧，有钱出钱，周二炸板！
                            作死
                            真作死
                            周二炸板，周三涨停
                            支持楼主",2018-06-16  16:50:56,0
4200,股价港币十五元可以买入中兴通信!,2018/6/16 19:58,股价港币十五元可以买入中兴通信!,（3）,"
                            以后盈利不会超过10亿，最多值5元，OMG!
                            破产人多少
                            一佰万",2018-06-16  20:02:48,0
4203,融资的来报道,2018/6/16 18:00,融资的来报道,（2）,"
                            快暴仓了
                            再三个板要爆了",2018-06-16  18:02:29,0
4204,我就想问问，开板能介入吗？长线,2018/6/16 17:02,我就想问问，开板能介入吗？长线拿3-5年,（5）,"
                            短线反弹可以,长线不了
                            长线？不怕美国
                            建议不碰
                            涨了。一两年。。牛逼哄哄的时候！！你干嘛去了？？
                            这人脑子=木头，严重缺智。",2018-06-16  17:24:22,0
4208,老乡别急明天老子100万来抄底,2018/6/16 21:59,老乡别急明天老子100万来抄底,（1）,"
                            中兴与其他跌停的股票不同封单量太大4板的位置 敢问 谁敢翘板 谁来谁死 套你没商量何况周一必定跳空低开了",2018-06-17  10:02:00,0
4209,宁可那一天没有停牌，直接割肉出局，当天跌停,2018/6/16 18:58,宁可那一天没有停牌，直接割肉出局，当天跌停,（1）,"
                            若不停牌能跑的大股东全跑了，他们信息快。中小投资者醒悟过来为时已晚，更要惨不忍睹。没有庄家以后的的自救行动了。我认为停牌是保护中小投资者的一种措施。",2018-06-17  03:18:15,0
4210,注意下跌趋势扭转的抄底机会,2018/6/16 15:29,注意下跌趋势扭转的抄底机会,（1）,"
                            注意突发事件导致的战略投资机会",2018-06-16  15:34:38,0
4212,在这儿风凉话的，有一天也会遇到这样的板。等着看,2018/6/16 16:07,在这儿风凉话的，有一天也会遇到这样的板。等着看,（2）,"
                            呵呵
                            希望早日开板，太残忍了。",2018-06-16  16:46:00,0
4214,作为一个无股的中兴员工，估计要六个板，第七天打开，如果预测对了，第七天我会买几千,2018/6/16 18:04,作为一个无股的中兴员工，估计要六个板，第七天打开，如果预测对了，第七天我会买几千股意思意思的自己也没什么钱，支援不了,（14）,"
                            还是很不错的，去年最高峰40+，现在十几块买了怕什么啊？
                            我擦擦
                            买吧，过一阵连工都开不了看你还拿神马买？OMG!
                            不确定的风险太大，不建议博傻。
                            说笑话吧？
                            据说你们下周二复工，是真的吗？
                            暴风最高峰327元，现在16元，也不见你买？
                            ZTE世界第四通信设备制造商，暴风是什么？
                            嗯？
                            本来说16号
                            还算不错了
                            别急 说不定会有员工持股计划下来 有锅一起背嘛！
                            这边好像从来没大规模员工持股计划，不像科大讯飞海能达经常给员工持股
                            按今天港股的形势，8个跌停跑不了了",2018-06-16  18:22:33,0
4216,14~15元一带可接盘,2018/6/16 18:34,14~15元一带可接盘,（1）,"
                            1.5元",2018-06-16  18:57:30,0
4217,寻求安慰！！,2018/6/16 18:24,寻求安慰！！,（1）,"
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-18  10:48:11,0
4218,估计要回到10元,2018/6/16 14:36,估计要回到10元,（5）,"
                            呼吁广大爱国散民：为国接盘，为国分忧，有钱出钱，周二炸板！
                            
                            最少
                            太乐观了吧
                            我估计3元左右",2018-06-16  16:51:32,0
4219,机构评级中性，目标价14.85，不知道真的假的[大笑],2018/6/16 21:41,机构评级中性，目标价14.85，不知道真的假的,（3）,"
                            长期来看，绝对低于这个价位，但15元左右会打开跌停板
                            风险折价，十二元见。
                            不止一个机构给出15元的中性价",2018-06-17  09:15:20,0
4221,下周能开板。,2018/6/16 19:32,下周能开板,（2）,"
                            下周五出来啦！
                            ",2018-06-17  10:16:04,0
4223,&#183;中兴估值20元，只有跌倒10,2018/6/16 19:54,如果买高了根本没有上升空间，有用吗！,（1）,"
                            有反弹高度才有人进，估计9到12",2018-06-17  07:50:25,0
4225,股友之所以亏钱，完全是美国鬼搞的，我们中国人是不是也整整苹果公司，同意的点赞,2018/6/16 21:34,股友之所以亏钱，完全是美国鬼搞的，我们中国人是不是也整整苹果公司，同意的点赞,（1）,"
                            走一步看一步吧2222222222222222222，当初的热情，已经被大A消耗完了，该大头出手了，我们就跟跟",2018-06-16  22:15:42,0
4231,第4到第7个。融资平仓盘就跳出来了。,2018/6/17 10:47,小心点。大概能加1亿股。除非周2大涨50点以上。不然第4个跌停还是无量,（1）,"
                            融券689手，这次赚翻了",2018-06-17  11:13:59,0
4235,什么价位是底？,2018/6/16 23:33,什么价位是底？,（2）,"
                            腰斩
                            开板看看量怎么样，别急",2018-06-16  23:45:08,0
4239,说实话，我宁愿买中兴，也不买乐视,2018/6/17 12:56,说实话，我宁愿买中兴，也不买乐视,（1）,"
                            地球人都知道的",2018-06-17  13:42:17,0
4240,炒股的人该醒醒了，不参与赌博不会亏钱的。,2018/6/17 12:48,炒股的人该醒醒了，不参与赌博不会亏钱的。,（4）,"
                            一个家庭如果有两个炒股的，日子没法过
                            小散炒股票不会发家致富的，
                            小散炒股越炒越穷
                            是的 能在这里这样说的 都是亏过钱的义务员",2018-06-17  13:00:29,0
4241,券商估值3板，就是让你三板接盘！,2018/6/17 12:03,券商估值3板，就是让你三板接盘！,（2）,"
                            
                            对头!",2018-06-17  12:11:42,0
4242,排队卖不出，31亿融资盘怎么办？,2018/6/17 8:19,谁有高招……？,（4）,"
                            o
                            适时……等待国家队救场。
                            适时，郭嘉队出场……
                            开板就是套新韭菜 反正都是韭菜被坑 无所谓了",2018-06-17  08:28:36,0
4243,先跌六个板，基金触平仓线就割肉，再跌三个板，融资盘杠不住割肉，又跌三个板小散杠不,2018/6/17 1:08,先跌六个板，基金触平仓线就割肉，再跌三个板，融资盘杠不住割肉，又跌三个板小散杠不住再割肉。然后开启轰轰烈烈的反弹之路，这就是可怕踩雷！,（3）,"
                            十二个板？那得到6元？
                            没持有中兴股票 盘面来看,估计二十开板有点悬
                            利好st锐电，利好st锐电，团结一致，助力周二逆势上涨停，利好利好逆势涨停，成为为数不多低价st股。",2018-06-17  01:20:22,0
4246,只要大家不卖，长期持有就不亏了,2018/6/17 6:02,只要大家不卖，长期持有就不亏了,（6）,"
                            10块见
                            驼鸟
                            掩耳盗铃
                            大家都不卖，你悄悄的卖
                            痴人說梦
                            ",2018-06-17  07:26:31,0
4247,虽然看好中兴，但近期股市不敢碰啊！,2018/6/17 1:06,虽然看好中兴，但近期股市不敢碰啊！,（1）,"
                            2035年大牛市啊！",2018-06-17  02:17:03,0
4249,这两天总赔钱，心情很不好，过来看看你们,2018/6/17 0:29,这两天总赔钱，心情很不好，过来看看你们,（1）,"
                            没事,多来几天就好了",2018-06-17  09:59:21,0
4254,请教大家个问题，如此连续跌停，融资盘爆了出来，会再次加速下跌?那跌到多少合适真不,2018/6/17 7:46,请教大家个问题，如此连续跌停，融资盘爆了出来，会再次加速下跌?那跌到多少合适真不好说?港股和A股做长期投资那个是比较好的选择?,（1）,"
                            o",2018-06-17  08:37:59,0
4256,客观而言，复牌28元恐难撑住，看24~25元了。,2018/6/1 22:41,客观而言，复牌28元恐难撑住，看24~25元了。,（17）,"
                            个位数
                            客观而言，复牌后小幅下跌后盘整，然后继续长牛，目标100
                            哈哈哈 你自己信吗？
                            低已经被看穿了，中兴有什么？还赔这么多钱，呵呵等着个位数吧
                            保住10元就不错了
                            百元中兴
                            公司的现状及股价走势，应该客观理性看待，跟你我是否持有它并无多大关联……
                            公允价格17元
                            复牌谁敢买
                            楼猪套里面很不客观了
                            估计腰斩，然后再慢慢牛起来。
                            很乐观！
                            20以下考虑一下
                            客观而言，复牌后小幅下跌后盘整，再拉高诱多，耐心等跟风盘进来后再掉头向下继续创新低，到２０－－２２元左右盘整巩固，然后进入长牛模式，目标价１００元
                            自己独立思维，按自己的判断操作，千万别跟任何大神、小巫绑定……否则，吃亏了，还得对他们千恩万谢！
                            复盘你能跑脱就烧高香了，那怕遍体怜伤说明你运气到位了
                            看来会直奔18了。",2018-06-01  23:26:42,0
4257,今天买进的有部分是被雷立刚洗了脑的吧，最多两个半板。,2018/6/15 22:22,,（1）,"
                            不知道远在天国的小成知道我的这个选择后是满意",2018-06-17  22:44:03,0
4258,下周二开板，,2018/6/17 15:04,下周二开板，,（4）,"
                            看封跌停的量就知,至少还有二个
                            看封跌停的量就知,至少还有二个
                            周一停牌才是良心公司
                            开板并不是到底了",2018-06-17  16:00:41,0
4259,说二三个跌停的，你们将失望,2018/4/17 8:27,一个跌停都不会有，慌的今天可以卖出，放心，一定让你成交，想二三个跌停捡便宜的，你太幼稚，如真二三个跌停，你也不敢吃,（25）,"
                            中国国家科技龙头，国家不会置之不管，所以，我赌国家救援，坏事变好事，信不信。。。
                            这个到时相信，但美国不卖了，国家又如何救援？
                            这个倒是相信，但美国不卖了，国家又如何救援？
                            。股票不会跌停，会长期阴跌。如果没有技术，就知道10元
                             唉，脑子是个好东西
                            手机所依赖的美国的那些东西，现在对中兴来说影响不是多大吧？手机对中兴来说只是其中的一部分，没有影响到5G的发展！中兴加油
                            停了，大癌股不会让你想太多的
                            问题不解决不能复牌，否则是灾难性毁灭性打击
                            中国商务部：随时准备采取必要措施，维护中国企业的合法权益。　　中国商务部：中兴公司与数百家美国企业开展了广泛的贸易投资合作，为美国贡献了数以万计的就业岗位。希望美方依法依规，妥善处理，并为企业创造公正、公平、稳定的法律和政策环境。看来国家插手了，好事情，大家别慌，没有什么事中国政府解决不了的
                            【中国商务部：随时准备采取必要措施 维护中国企业的合法权益】中国商务部：中兴公司与数百家美国企业开展了广泛的贸易投资合作，为美国贡献了数以万计的就业岗位。希望美方依法依规，妥善处理，并为企业创造公正、公平、稳定的法律和政策环境。
                            你是不是套在里面了。二、三个停板正常。
                            哈哈，看你怎么卖
                            兄弟，看影响评估吧，一个半板吧。我估计
                            所以中兴末来如何，就看国家支不支持，如下决心支持，中兴慌什么，大中国都支持，你还怕？
                            是中兴违反老美规定在先
                            规矩是留给弱小者的，实力大的是制定者，任何规矩在实力面前就是个屁
                            不是影响手机，是影响了国家5G网络的推进，已威协到国家利益了。
                            没美国芯片中兴就是大唐电信的市值甚至不如，因为大唐能买芯片中兴不能。
                            今年跌倒6块
                            你没有实力就要讲规矩。
                            你掌握的信息太少？就只有手机这么简单？你的通信设备，不用高端芯片？不用高通光连接件？我看你还敢接新订单？完不成订单是要赔偿的
                            国家不想救吗？但是我们国家能造出美国的高端芯片吗？高通光性产品吗？如果造得出来，人家美国还敢这样傲慢牛逼吗？技术上得问题是你嘴壳子犟就能解决的吗？国家能救，上次会无端的接受老美的罚款吗？（依据他老美国内的法律来制裁国外的公司）商务部和外交部都说老美不合理，中兴还不是接受老美的罚款了，这次人家不罚你，直接禁售你7年，国家能给你高端芯片吗，能给你造核心部件吗？
                            用脚投票
                            三个了
                            不会跌的，前几天的跌板都是模拟盘而已，楼主，今晚喝一、两瓶红酒，你就会发现中兴通讯复牌涨停了。",2018-04-17  08:32:41,0
4260,周一不开板，周二必开，周一开是大概率,2018/6/15 10:20,周一不开板，周二必开，周一开是大概率,（14）,"
                            周一你家的股市，是开盘吗？
                            开个锤子 富士康那么牛逼才一天交易100多亿 6、700封单 你找谁接 股市一天成交才1000多亿 能不意淫坑韭菜接盘吗
                            你看看港股再说
                            对 周一涨停板
                            想想就好
                            下周还有3个跌停叫你做人，都有人说2个跌停打开，打脸啪啪啪想
                            周一休市，谢谢
                            ，忘记周一端午，休市，惭愧。
                            鉴于特离谱政府反复无常，现在看来周二很难开板，现在真为中兴捏把汗
                            看这形式最少还得2到3个跌停呀
                            港股中兴跌了百分之五十多了
                            想当然。
                            周二开板
                            一线大佬组团跑进亚夏汽车大口吃肉，牛股亚夏",2018-06-15  10:28:05,0
4261,建议韭菜们开板了也别买，此股比保千里还严重了，此股有80000万多员工要发工资，,2018/6/17 13:36,建议韭菜们开板了也别买，此股比保千里还严重了，此股有80000万多员工要发工资，（保千里职工很少）,（8）,"
                            野村证券周五将中兴通讯目标价位下调至15.6元人民币。
                            80000万?8万吧
                            停工了应该停发工资
                            没技术，死路一条，还不明白。。。
                            是的
                            8亿员工?
                            捌万
                            你TMD连数都不识，好意思发帖子？",2018-06-17  13:39:24,0
4262,目标价,2018/6/17 13:38,YC证券周五将中兴通讯目标价位下调至15.6元人民币。,（1）,"
                            野村",2018-06-17  13:39:45,0
4263,猜一下高通会不会收中兴，报价？,2018/6/17 12:45,猜一下高通会不会收中兴，报价？,（1）,"
                            高通是不是要高兴死了。",2018-06-17  13:16:33,0
4264,先跌破，12再说未来吧，雅虎不也一直谈未来,2018/6/17 15:28,先跌破，12再说未来吧，雅虎不也一直谈未来,（1）,"
                            ",2018-06-17  19:14:10,0
4266,炒股之人，不用可怜。,2018/6/17 12:51,炒股之人，不用可怜。,（7）,"
                            懒汉二流子，不想卖力气打工赚钱。就是社会上的混混，完全没有家庭责任感，拿出家中钱来赌博
                            谁叫你参赌了呢
                            如果炒股能发家致富，谁还干活呢
                            绝对不能说炒股的没有好东西！有人只是押注玩刺激而已
                            炒股的基本上是越炒越穷
                            炒股与赌博基本是一样的
                            十赌九输",2018-06-17  12:55:15,0
4267,野村证券,2018/6/17 13:37,野村证券周五将中兴通讯目标价位下调至15.6元人民币。,（3）,"
                            我说10块也不值，算是给面子了。。。
                            没技术，死路一条，还不明白。。。
                            尽快破产",2018-06-17  13:41:24,0
